,SK_ID_CURR
25324,129601
25325,129602
25326,129603
25327,129604
25328,129605
25329,129606
25330,129607
25331,129608
25332,129609
25333,129610
25334,129612
25335,129613
25336,129614
25337,129615
25338,129616
25339,129617
25340,129618
25341,129620
25342,129621
25343,129623
25344,129624
25345,129625
25346,129626
25347,129627
25348,129628
25349,129629
25350,129630
25351,129633
25352,129634
25353,129635
25354,129636
25355,129637
25356,129638
25357,129639
25358,129641
25359,129642
25360,129643
25361,129644
25362,129645
25363,129646
25364,129648
25365,129649
25366,129650
25367,129651
25368,129652
25369,129653
25370,129654
25371,129655
25372,129656
25373,129657
25374,129659
25375,129660
25376,129661
25377,129662
25378,129663
25379,129664
25380,129665
25381,129666
25382,129667
25383,129668
25384,129669
25385,129670
25386,129671
25387,129672
25388,129673
25389,129674
25390,129675
25391,129677
25392,129678
25393,129679
25394,129680
25395,129681
25396,129682
25397,129684
25398,129686
25399,129687
25400,129688
25401,129689
25402,129690
25403,129691
25404,129692
25405,129693
25406,129694
25407,129695
25408,129696
25409,129697
25410,129698
25411,129699
25412,129700
25413,129702
25414,129703
25415,129704
25416,129705
25417,129708
25418,129709
25419,129710
25420,129711
25421,129712
25422,129713
25423,129714
25424,129715
25425,129716
25426,129717
25427,129718
25428,129719
25429,129721
25430,129722
25431,129723
25432,129724
25433,129725
25434,129726
25435,129729
25436,129730
25437,129731
25438,129732
25439,129733
25440,129734
25441,129735
25442,129736
25443,129737
25444,129738
25445,129739
25446,129740
25447,129741
25448,129742
25449,129743
25450,129744
25451,129745
25452,129746
25453,129747
25454,129748
25455,129749
25456,129750
25457,129751
25458,129752
25459,129753
25460,129754
25461,129755
25462,129756
25463,129757
25464,129758
25465,129759
25466,129760
25467,129761
25468,129762
25469,129763
25470,129764
25471,129765
25472,129766
25473,129767
25474,129769
25475,129770
25476,129771
25477,129772
25478,129773
25479,129774
25480,129776
25481,129777
25482,129778
25483,129779
25484,129780
25485,129781
25486,129782
25487,129783
25488,129784
25489,129785
25490,129786
25491,129787
25492,129788
25493,129789
25494,129791
25495,129792
25496,129793
25497,129794
25498,129795
25499,129796
25500,129797
25501,129798
25502,129799
25503,129800
25504,129801
25505,129802
25506,129803
25507,129806
25508,129807
25509,129808
25510,129809
25511,129810
25512,129811
25513,129812
25514,129814
25515,129815
25516,129817
25517,129818
25518,129819
25519,129820
25520,129821
25521,129822
25522,129824
25523,129825
25524,129827
25525,129828
25526,129829
25527,129830
25528,129832
25529,129834
25530,129835
25531,129836
25532,129837
25533,129838
25534,129839
25535,129840
25536,129841
25537,129842
25538,129844
25539,129845
25540,129846
25541,129847
25542,129848
25543,129849
25544,129850
25545,129852
25546,129853
25547,129854
25548,129855
25549,129856
25550,129858
25551,129859
25552,129861
25553,129862
25554,129863
25555,129864
25556,129865
25557,129866
25558,129867
25559,129868
25560,129869
25561,129870
25562,129871
25563,129872
25564,129873
25565,129874
25566,129875
25567,129876
25568,129877
25569,129878
25570,129879
25571,129880
25572,129881
25573,129882
25574,129883
25575,129884
25576,129885
25577,129886
25578,129887
25579,129888
25580,129889
25581,129890
25582,129891
25583,129892
25584,129893
25585,129894
25586,129895
25587,129896
25588,129897
25589,129898
25590,129899
25591,129900
25592,129901
25593,129902
25594,129903
25595,129904
25596,129905
25597,129906
25598,129907
25599,129908
25600,129909
25601,129910
25602,129911
25603,129912
25604,129913
25605,129915
25606,129916
25607,129917
25608,129918
25609,129919
25610,129920
25611,129921
25612,129922
25613,129923
25614,129924
25615,129925
25616,129927
25617,129928
25618,129929
25619,129930
25620,129931
25621,129932
25622,129934
25623,129935
25624,129936
25625,129937
25626,129938
25627,129940
25628,129941
25629,129942
25630,129943
25631,129944
25632,129945
25633,129946
25634,129947
25635,129948
25636,129950
25637,129951
25638,129952
25639,129953
25640,129954
25641,129955
25642,129956
25643,129957
25644,129958
25645,129960
25646,129961
25647,129965
25648,129966
25649,129967
25650,129968
25651,129969
25652,129970
25653,129971
25654,129972
25655,129973
25656,129974
25657,129975
25658,129976
25659,129978
25660,129979
25661,129980
25662,129981
25663,129982
25664,129983
25665,129984
25666,129986
25667,129988
25668,129989
25669,129990
25670,129991
25671,129993
25672,129994
25673,129995
25674,129996
25675,129997
25676,129998
25677,129999
25678,130000
25679,130001
25680,130003
25681,130004
25682,130005
25683,130006
25684,130007
25685,130008
25686,130009
25687,130010
25688,130011
25689,130012
25690,130013
25691,130014
25692,130015
25693,130017
25694,130018
25695,130019
25696,130020
25697,130021
25698,130022
25699,130023
25700,130024
25701,130025
25702,130026
25703,130027
25704,130028
25705,130029
25706,130030
25707,130031
25708,130032
25709,130033
25710,130034
25711,130035
25712,130036
25713,130037
25714,130038
25715,130039
25716,130040
25717,130041
25718,130042
25719,130043
25720,130044
25721,130046
25722,130047
25723,130049
25724,130050
25725,130052
25726,130054
25727,130055
25728,130057
25729,130058
25730,130059
25731,130060
25732,130063
25733,130064
25734,130067
25735,130068
25736,130069
25737,130071
25738,130072
25739,130073
25740,130074
25741,130075
25742,130076
25743,130077
25744,130078
25745,130081
25746,130082
25747,130083
25748,130084
25749,130085
25750,130086
25751,130087
25752,130088
25753,130089
25754,130090
25755,130091
25756,130092
25757,130093
25758,130094
25759,130095
25760,130096
25761,130097
25762,130099
25763,130100
25764,130101
25765,130102
25766,130103
25767,130104
25768,130105
25769,130106
25770,130107
25771,130108
25772,130111
25773,130112
25774,130113
25775,130114
25776,130115
25777,130117
25778,130118
25779,130119
25780,130120
25781,130121
25782,130122
25783,130123
25784,130124
25785,130126
25786,130127
25787,130128
25788,130129
25789,130130
25790,130131
25791,130132
25792,130133
25793,130135
25794,130136
25795,130139
25796,130140
25797,130141
25798,130142
25799,130143
25800,130144
25801,130145
25802,130147
25803,130149
25804,130150
25805,130151
25806,130152
25807,130153
25808,130155
25809,130157
25810,130160
25811,130161
25812,130162
25813,130163
25814,130164
25815,130165
25816,130166
25817,130167
25818,130168
25819,130169
25820,130170
25821,130171
25822,130172
25823,130173
25824,130174
25825,130175
25826,130176
25827,130178
25828,130179
25829,130180
25830,130181
25831,130182
25832,130183
25833,130184
25834,130185
25835,130187
25836,130188
25837,130189
25838,130190
25839,130191
25840,130192
25841,130193
25842,130194
25843,130195
25844,130196
25845,130197
25846,130198
25847,130199
25848,130200
25849,130201
25850,130202
25851,130203
25852,130207
25853,130208
25854,130209
25855,130210
25856,130212
25857,130213
25858,130214
25859,130215
25860,130216
25861,130219
25862,130220
25863,130221
25864,130222
25865,130223
25866,130224
25867,130225
25868,130226
25869,130227
25870,130228
25871,130229
25872,130230
25873,130231
25874,130232
25875,130233
25876,130234
25877,130237
25878,130238
25879,130240
25880,130241
25881,130242
25882,130243
25883,130244
25884,130245
25885,130246
25886,130247
25887,130248
25888,130249
25889,130250
25890,130251
25891,130252
25892,130253
25893,130254
25894,130255
25895,130257
25896,130258
25897,130259
25898,130265
25899,130267
25900,130268
25901,130269
25902,130270
25903,130271
25904,130272
25905,130273
25906,130274
25907,130275
25908,130276
25909,130279
25910,130280
25911,130282
25912,130283
25913,130284
25914,130285
25915,130286
25916,130287
25917,130288
25918,130289
25919,130290
25920,130291
25921,130292
25922,130293
25923,130294
25924,130295
25925,130296
25926,130298
25927,130299
25928,130300
25929,130301
25930,130303
25931,130304
25932,130305
25933,130306
25934,130307
25935,130308
25936,130309
25937,130310
25938,130311
25939,130312
25940,130313
25941,130314
25942,130315
25943,130316
25944,130317
25945,130318
25946,130319
25947,130321
25948,130322
25949,130323
25950,130324
25951,130326
25952,130327
25953,130328
25954,130330
25955,130331
25956,130332
25957,130333
25958,130334
25959,130335
25960,130336
25961,130337
25962,130341
25963,130342
25964,130343
25965,130345
25966,130346
25967,130348
25968,130349
25969,130350
25970,130351
25971,130352
25972,130354
25973,130355
25974,130356
25975,130357
25976,130359
25977,130360
25978,130361
25979,130362
25980,130363
25981,130364
25982,130365
25983,130367
25984,130368
25985,130369
25986,130370
25987,130372
25988,130373
25989,130375
25990,130376
25991,130377
25992,130378
25993,130379
25994,130380
25995,130381
25996,130382
25997,130383
25998,130384
25999,130385
26000,130386
26001,130387
26002,130388
26003,130391
26004,130392
26005,130393
26006,130394
26007,130395
26008,130396
26009,130397
26010,130398
26011,130399
26012,130400
26013,130401
26014,130402
26015,130403
26016,130405
26017,130406
26018,130407
26019,130408
26020,130409
26021,130410
26022,130411
26023,130412
26024,130413
26025,130414
26026,130415
26027,130416
26028,130417
26029,130418
26030,130419
26031,130420
26032,130421
26033,130422
26034,130423
26035,130424
26036,130425
26037,130427
26038,130428
26039,130429
26040,130430
26041,130431
26042,130432
26043,130433
26044,130434
26045,130435
26046,130436
26047,130437
26048,130438
26049,130439
26050,130441
26051,130442
26052,130443
26053,130444
26054,130445
26055,130446
26056,130447
26057,130448
26058,130450
26059,130454
26060,130455
26061,130456
26062,130457
26063,130458
26064,130459
26065,130460
26066,130461
26067,130462
26068,130464
26069,130465
26070,130469
26071,130470
26072,130471
26073,130472
26074,130473
26075,130474
26076,130476
26077,130477
26078,130478
26079,130479
26080,130480
26081,130481
26082,130482
26083,130483
26084,130484
26085,130485
26086,130486
26087,130487
26088,130488
26089,130491
26090,130492
26091,130493
26092,130494
26093,130496
26094,130498
26095,130500
26096,130501
26097,130502
26098,130503
26099,130505
26100,130506
26101,130507
26102,130509
26103,130510
26104,130511
26105,130512
26106,130514
26107,130515
26108,130516
26109,130517
26110,130518
26111,130519
26112,130520
26113,130521
26114,130522
26115,130523
26116,130524
26117,130525
26118,130526
26119,130527
26120,130529
26121,130530
26122,130531
26123,130532
26124,130534
26125,130535
26126,130536
26127,130537
26128,130538
26129,130539
26130,130540
26131,130541
26132,130542
26133,130544
26134,130545
26135,130546
26136,130547
26137,130548
26138,130549
26139,130550
26140,130551
26141,130552
26142,130553
26143,130554
26144,130555
26145,130556
26146,130557
26147,130558
26148,130559
26149,130560
26150,130561
26151,130562
26152,130563
26153,130564
26154,130565
26155,130566
26156,130568
26157,130569
26158,130570
26159,130573
26160,130574
26161,130575
26162,130576
26163,130577
26164,130578
26165,130579
26166,130580
26167,130581
26168,130582
26169,130583
26170,130584
26171,130585
26172,130586
26173,130587
26174,130588
26175,130590
26176,130591
26177,130593
26178,130594
26179,130595
26180,130596
26181,130597
26182,130598
26183,130599
26184,130600
26185,130601
26186,130602
26187,130604
26188,130605
26189,130606
26190,130607
26191,130608
26192,130609
26193,130610
26194,130611
26195,130612
26196,130613
26197,130614
26198,130615
26199,130616
26200,130617
26201,130618
26202,130619
26203,130620
26204,130621
26205,130622
26206,130624
26207,130625
26208,130626
26209,130627
26210,130628
26211,130629
26212,130630
26213,130631
26214,130632
26215,130633
26216,130634
26217,130635
26218,130636
26219,130637
26220,130638
26221,130639
26222,130640
26223,130642
26224,130643
26225,130644
26226,130645
26227,130646
26228,130647
26229,130648
26230,130649
26231,130650
26232,130651
26233,130652
26234,130653
26235,130654
26236,130655
26237,130656
26238,130657
26239,130658
26240,130659
26241,130660
26242,130661
26243,130662
26244,130663
26245,130664
26246,130666
26247,130667
26248,130668
26249,130669
26250,130670
26251,130671
26252,130672
26253,130673
26254,130674
26255,130675
26256,130676
26257,130677
26258,130678
26259,130679
26260,130680
26261,130681
26262,130682
26263,130683
26264,130684
26265,130685
26266,130686
26267,130688
26268,130689
26269,130691
26270,130692
26271,130693
26272,130694
26273,130695
26274,130696
26275,130697
26276,130699
26277,130700
26278,130701
26279,130702
26280,130703
26281,130704
26282,130705
26283,130706
26284,130708
26285,130710
26286,130711
26287,130712
26288,130713
26289,130714
26290,130715
26291,130716
26292,130717
26293,130719
26294,130720
26295,130721
26296,130723
26297,130724
26298,130725
26299,130726
26300,130727
26301,130728
26302,130729
26303,130730
26304,130731
26305,130733
26306,130734
26307,130736
26308,130737
26309,130738
26310,130739
26311,130740
26312,130741
26313,130742
26314,130743
26315,130744
26316,130745
26317,130746
26318,130747
26319,130748
26320,130749
26321,130750
26322,130751
26323,130752
26324,130753
26325,130754
26326,130755
26327,130756
26328,130758
26329,130759
26330,130761
26331,130762
26332,130763
26333,130764
26334,130765
26335,130766
26336,130767
26337,130768
26338,130769
26339,130770
26340,130773
26341,130775
26342,130776
26343,130777
26344,130778
26345,130780
26346,130781
26347,130782
26348,130783
26349,130784
26350,130785
26351,130786
26352,130787
26353,130788
26354,130789
26355,130790
26356,130791
26357,130792
26358,130793
26359,130794
26360,130796
26361,130797
26362,130799
26363,130800
26364,130801
26365,130802
26366,130803
26367,130804
26368,130805
26369,130806
26370,130807
26371,130808
26372,130809
26373,130810
26374,130811
26375,130812
26376,130813
26377,130814
26378,130815
26379,130816
26380,130817
26381,130818
26382,130819
26383,130820
26384,130821
26385,130822
26386,130823
26387,130824
26388,130825
26389,130826
26390,130827
26391,130829
26392,130830
26393,130831
26394,130832
26395,130834
26396,130835
26397,130836
26398,130837
26399,130838
26400,130839
26401,130840
26402,130841
26403,130842
26404,130844
26405,130845
26406,130846
26407,130847
26408,130848
26409,130849
26410,130850
26411,130851
26412,130852
26413,130853
26414,130854
26415,130856
26416,130858
26417,130859
26418,130860
26419,130861
26420,130862
26421,130863
26422,130864
26423,130865
26424,130866
26425,130867
26426,130868
26427,130869
26428,130870
26429,130872
26430,130873
26431,130874
26432,130875
26433,130876
26434,130877
26435,130879
26436,130880
26437,130881
26438,130882
26439,130883
26440,130884
26441,130886
26442,130887
26443,130888
26444,130890
26445,130891
26446,130892
26447,130893
26448,130895
26449,130897
26450,130898
26451,130899
26452,130900
26453,130901
26454,130902
26455,130903
26456,130904
26457,130907
26458,130908
26459,130909
26460,130910
26461,130911
26462,130912
26463,130913
26464,130914
26465,130915
26466,130916
26467,130918
26468,130919
26469,130920
26470,130921
26471,130922
26472,130923
26473,130924
26474,130925
26475,130926
26476,130927
26477,130928
26478,130929
26479,130932
26480,130933
26481,130934
26482,130935
26483,130936
26484,130937
26485,130938
26486,130939
26487,130940
26488,130941
26489,130942
26490,130944
26491,130945
26492,130948
26493,130949
26494,130951
26495,130952
26496,130953
26497,130955
26498,130956
26499,130957
26500,130958
26501,130959
26502,130960
26503,130961
26504,130962
26505,130963
26506,130964
26507,130965
26508,130967
26509,130968
26510,130969
26511,130970
26512,130971
26513,130972
26514,130973
26515,130974
26516,130975
26517,130976
26518,130977
26519,130978
26520,130979
26521,130980
26522,130981
26523,130982
26524,130984
26525,130985
26526,130986
26527,130987
26528,130988
26529,130989
26530,130990
26531,130991
26532,130992
26533,130993
26534,130994
26535,130995
26536,130996
26537,130997
26538,130998
26539,130999
26540,131000
26541,131001
26542,131002
26543,131004
26544,131006
26545,131007
26546,131008
26547,131010
26548,131011
26549,131012
26550,131014
26551,131015
26552,131016
26553,131017
26554,131018
26555,131020
26556,131021
26557,131022
26558,131023
26559,131024
26560,131025
26561,131026
26562,131028
26563,131029
26564,131032
26565,131034
26566,131035
26567,131036
26568,131037
26569,131038
26570,131040
26571,131041
26572,131042
26573,131043
26574,131044
26575,131046
26576,131047
26577,131048
26578,131049
26579,131050
26580,131051
26581,131052
26582,131053
26583,131054
26584,131055
26585,131056
26586,131058
26587,131059
26588,131060
26589,131061
26590,131062
26591,131063
26592,131064
26593,131065
26594,131066
26595,131067
26596,131068
26597,131069
26598,131070
26599,131071
26600,131073
26601,131074
26602,131075
26603,131076
26604,131077
26605,131078
26606,131079
26607,131080
26608,131081
26609,131082
26610,131083
26611,131085
26612,131086
26613,131087
26614,131090
26615,131092
26616,131094
26617,131095
26618,131096
26619,131097
26620,131098
26621,131099
26622,131100
26623,131101
26624,131102
26625,131103
26626,131104
26627,131105
26628,131106
26629,131107
26630,131108
26631,131109
26632,131110
26633,131111
26634,131112
26635,131113
26636,131115
26637,131116
26638,131117
26639,131119
26640,131120
26641,131121
26642,131122
26643,131124
26644,131125
26645,131126
26646,131127
26647,131128
26648,131129
26649,131131
26650,131132
26651,131133
26652,131134
26653,131135
26654,131136
26655,131137
26656,131138
26657,131139
26658,131140
26659,131141
26660,131142
26661,131143
26662,131145
26663,131146
26664,131147
26665,131148
26666,131149
26667,131150
26668,131151
26669,131152
26670,131153
26671,131154
26672,131155
26673,131156
26674,131157
26675,131158
26676,131159
26677,131160
26678,131161
26679,131164
26680,131165
26681,131167
26682,131168
26683,131169
26684,131170
26685,131171
26686,131172
26687,131173
26688,131174
26689,131175
26690,131176
26691,131177
26692,131178
26693,131180
26694,131182
26695,131184
26696,131185
26697,131186
26698,131187
26699,131188
26700,131189
26701,131190
26702,131191
26703,131192
26704,131193
26705,131194
26706,131195
26707,131196
26708,131197
26709,131198
26710,131199
26711,131200
26712,131201
26713,131202
26714,131203
26715,131204
26716,131205
26717,131206
26718,131207
26719,131208
26720,131209
26721,131210
26722,131211
26723,131212
26724,131213
26725,131214
26726,131215
26727,131216
26728,131217
26729,131218
26730,131220
26731,131221
26732,131222
26733,131223
26734,131224
26735,131225
26736,131226
26737,131228
26738,131229
26739,131230
26740,131232
26741,131233
26742,131234
26743,131236
26744,131237
26745,131238
26746,131239
26747,131240
26748,131241
26749,131243
26750,131244
26751,131245
26752,131246
26753,131247
26754,131248
26755,131249
26756,131250
26757,131252
26758,131253
26759,131254
26760,131255
26761,131256
26762,131258
26763,131259
26764,131260
26765,131261
26766,131262
26767,131264
26768,131265
26769,131266
26770,131267
26771,131269
26772,131270
26773,131272
26774,131273
26775,131274
26776,131276
26777,131277
26778,131279
26779,131280
26780,131281
26781,131282
26782,131283
26783,131284
26784,131285
26785,131287
26786,131288
26787,131289
26788,131291
26789,131292
26790,131293
26791,131294
26792,131295
26793,131296
26794,131297
26795,131298
26796,131299
26797,131301
26798,131302
26799,131303
26800,131304
26801,131305
26802,131307
26803,131308
26804,131309
26805,131310
26806,131311
26807,131312
26808,131313
26809,131314
26810,131315
26811,131317
26812,131318
26813,131319
26814,131320
26815,131323
26816,131324
26817,131325
26818,131327
26819,131329
26820,131330
26821,131331
26822,131332
26823,131334
26824,131336
26825,131337
26826,131338
26827,131339
26828,131340
26829,131341
26830,131342
26831,131343
26832,131344
26833,131345
26834,131346
26835,131347
26836,131348
26837,131349
26838,131350
26839,131351
26840,131353
26841,131355
26842,131356
26843,131357
26844,131358
26845,131359
26846,131360
26847,131361
26848,131362
26849,131363
26850,131364
26851,131365
26852,131367
26853,131368
26854,131369
26855,131370
26856,131371
26857,131372
26858,131374
26859,131375
26860,131376
26861,131377
26862,131378
26863,131379
26864,131380
26865,131381
26866,131382
26867,131383
26868,131384
26869,131385
26870,131386
26871,131387
26872,131389
26873,131390
26874,131391
26875,131392
26876,131393
26877,131395
26878,131396
26879,131397
26880,131398
26881,131399
26882,131400
26883,131401
26884,131402
26885,131403
26886,131406
26887,131407
26888,131408
26889,131409
26890,131410
26891,131412
26892,131413
26893,131414
26894,131415
26895,131417
26896,131418
26897,131419
26898,131420
26899,131422
26900,131423
26901,131425
26902,131427
26903,131428
26904,131429
26905,131430
26906,131431
26907,131432
26908,131433
26909,131434
26910,131435
26911,131436
26912,131437
26913,131438
26914,131439
26915,131440
26916,131441
26917,131442
26918,131444
26919,131445
26920,131446
26921,131447
26922,131448
26923,131449
26924,131450
26925,131451
26926,131452
26927,131453
26928,131454
26929,131455
26930,131456
26931,131457
26932,131458
26933,131459
26934,131460
26935,131461
26936,131462
26937,131463
26938,131464
26939,131465
26940,131466
26941,131467
26942,131468
26943,131469
26944,131472
26945,131473
26946,131474
26947,131475
26948,131478
26949,131480
26950,131481
26951,131482
26952,131483
26953,131484
26954,131485
26955,131486
26956,131487
26957,131488
26958,131489
26959,131490
26960,131491
26961,131492
26962,131494
26963,131497
26964,131499
26965,131500
26966,131501
26967,131502
26968,131503
26969,131505
26970,131506
26971,131507
26972,131508
26973,131509
26974,131510
26975,131511
26976,131512
26977,131513
26978,131514
26979,131515
26980,131516
26981,131517
26982,131518
26983,131519
26984,131520
26985,131521
26986,131522
26987,131523
26988,131524
26989,131526
26990,131527
26991,131529
26992,131530
26993,131531
26994,131532
26995,131533
26996,131534
26997,131535
26998,131536
26999,131537
27000,131538
27001,131539
27002,131540
27003,131541
27004,131542
27005,131543
27006,131544
27007,131545
27008,131546
27009,131547
27010,131551
27011,131552
27012,131553
27013,131554
27014,131555
27015,131556
27016,131558
27017,131559
27018,131560
27019,131561
27020,131562
27021,131563
27022,131566
27023,131567
27024,131568
27025,131569
27026,131570
27027,131571
27028,131572
27029,131573
27030,131574
27031,131575
27032,131577
27033,131578
27034,131579
27035,131580
27036,131581
27037,131582
27038,131583
27039,131584
27040,131585
27041,131586
27042,131587
27043,131588
27044,131589
27045,131590
27046,131591
27047,131592
27048,131593
27049,131594
27050,131595
27051,131596
27052,131597
27053,131598
27054,131599
27055,131600
27056,131603
27057,131604
27058,131605
27059,131606
27060,131607
27061,131608
27062,131609
27063,131610
27064,131611
27065,131612
27066,131613
27067,131614
27068,131615
27069,131616
27070,131617
27071,131618
27072,131619
27073,131620
27074,131621
27075,131622
27076,131623
27077,131624
27078,131625
27079,131626
27080,131627
27081,131630
27082,131631
27083,131632
27084,131633
27085,131634
27086,131635
27087,131636
27088,131637
27089,131638
27090,131639
27091,131640
27092,131642
27093,131643
27094,131644
27095,131645
27096,131646
27097,131648
27098,131649
27099,131650
27100,131651
27101,131652
27102,131653
27103,131654
27104,131655
27105,131656
27106,131657
27107,131658
27108,131659
27109,131660
27110,131661
27111,131662
27112,131663
27113,131665
27114,131666
27115,131667
27116,131668
27117,131669
27118,131670
27119,131671
27120,131672
27121,131673
27122,131674
27123,131675
27124,131676
27125,131678
27126,131679
27127,131680
27128,131683
27129,131684
27130,131685
27131,131686
27132,131687
27133,131689
27134,131692
27135,131693
27136,131694
27137,131695
27138,131696
27139,131697
27140,131698
27141,131699
27142,131700
27143,131701
27144,131702
27145,131703
27146,131704
27147,131705
27148,131706
27149,131707
27150,131708
27151,131710
27152,131711
27153,131712
27154,131714
27155,131715
27156,131716
27157,131717
27158,131718
27159,131720
27160,131721
27161,131722
27162,131723
27163,131724
27164,131725
27165,131726
27166,131727
27167,131728
27168,131729
27169,131730
27170,131731
27171,131732
27172,131735
27173,131736
27174,131737
27175,131738
27176,131739
27177,131740
27178,131741
27179,131742
27180,131744
27181,131745
27182,131746
27183,131749
27184,131750
27185,131751
27186,131752
27187,131753
27188,131754
27189,131755
27190,131756
27191,131757
27192,131760
27193,131761
27194,131762
27195,131763
27196,131765
27197,131767
27198,131768
27199,131769
27200,131770
27201,131772
27202,131773
27203,131774
27204,131775
27205,131776
27206,131777
27207,131778
27208,131779
27209,131780
27210,131781
27211,131782
27212,131783
27213,131784
27214,131785
27215,131786
27216,131787
27217,131789
27218,131790
27219,131792
27220,131793
27221,131794
27222,131795
27223,131796
27224,131797
27225,131799
27226,131800
27227,131801
27228,131802
27229,131803
27230,131804
27231,131805
27232,131806
27233,131807
27234,131808
27235,131809
27236,131811
27237,131813
27238,131814
27239,131816
27240,131817
27241,131818
27242,131819
27243,131820
27244,131821
27245,131822
27246,131825
27247,131826
27248,131827
27249,131829
27250,131830
27251,131831
27252,131832
27253,131833
27254,131834
27255,131835
27256,131836
27257,131837
27258,131838
27259,131839
27260,131840
27261,131841
27262,131842
27263,131843
27264,131845
27265,131847
27266,131849
27267,131850
27268,131851
27269,131852
27270,131853
27271,131854
27272,131855
27273,131856
27274,131857
27275,131858
27276,131859
27277,131860
27278,131861
27279,131862
27280,131865
27281,131866
27282,131867
27283,131868
27284,131869
27285,131870
27286,131871
27287,131872
27288,131873
27289,131874
27290,131875
27291,131876
27292,131877
27293,131878
27294,131879
27295,131880
27296,131881
27297,131882
27298,131883
27299,131884
27300,131885
27301,131886
27302,131887
27303,131888
27304,131891
27305,131893
27306,131894
27307,131898
27308,131899
27309,131900
27310,131901
27311,131902
27312,131903
27313,131904
27314,131908
27315,131909
27316,131910
27317,131911
27318,131912
27319,131913
27320,131915
27321,131916
27322,131917
27323,131918
27324,131919
27325,131920
27326,131923
27327,131924
27328,131926
27329,131927
27330,131928
27331,131929
27332,131930
27333,131931
27334,131932
27335,131933
27336,131934
27337,131935
27338,131937
27339,131938
27340,131939
27341,131940
27342,131942
27343,131943
27344,131944
27345,131945
27346,131946
27347,131947
27348,131948
27349,131949
27350,131951
27351,131953
27352,131954
27353,131955
27354,131956
27355,131957
27356,131958
27357,131960
27358,131961
27359,131962
27360,131963
27361,131964
27362,131965
27363,131966
27364,131967
27365,131968
27366,131969
27367,131970
27368,131971
27369,131972
27370,131973
27371,131974
27372,131975
27373,131976
27374,131977
27375,131978
27376,131979
27377,131980
27378,131981
27379,131982
27380,131984
27381,131985
27382,131986
27383,131988
27384,131989
27385,131990
27386,131991
27387,131992
27388,131993
27389,131995
27390,131996
27391,131997
27392,131998
27393,131999
27394,132000
27395,132001
27396,132002
27397,132003
27398,132005
27399,132006
27400,132007
27401,132008
27402,132010
27403,132011
27404,132015
27405,132016
27406,132017
27407,132018
27408,132019
27409,132020
27410,132021
27411,132022
27412,132023
27413,132024
27414,132025
27415,132026
27416,132027
27417,132029
27418,132030
27419,132031
27420,132032
27421,132033
27422,132034
27423,132035
27424,132036
27425,132037
27426,132038
27427,132039
27428,132040
27429,132041
27430,132042
27431,132043
27432,132044
27433,132045
27434,132046
27435,132047
27436,132048
27437,132049
27438,132050
27439,132051
27440,132052
27441,132053
27442,132055
27443,132056
27444,132057
27445,132058
27446,132059
27447,132060
27448,132063
27449,132064
27450,132065
27451,132066
27452,132067
27453,132068
27454,132069
27455,132070
27456,132071
27457,132072
27458,132073
27459,132074
27460,132075
27461,132076
27462,132077
27463,132079
27464,132080
27465,132081
27466,132083
27467,132084
27468,132085
27469,132087
27470,132088
27471,132090
27472,132091
27473,132092
27474,132093
27475,132094
27476,132096
27477,132097
27478,132098
27479,132099
27480,132100
27481,132101
27482,132102
27483,132103
27484,132104
27485,132105
27486,132106
27487,132107
27488,132108
27489,132111
27490,132112
27491,132113
27492,132114
27493,132115
27494,132116
27495,132117
27496,132118
27497,132119
27498,132120
27499,132122
27500,132123
27501,132124
27502,132126
27503,132129
27504,132130
27505,132131
27506,132132
27507,132133
27508,132135
27509,132136
27510,132137
27511,132138
27512,132140
27513,132142
27514,132143
27515,132144
27516,132145
27517,132146
27518,132147
27519,132148
27520,132151
27521,132154
27522,132155
27523,132156
27524,132157
27525,132158
27526,132159
27527,132160
27528,132161
27529,132162
27530,132163
27531,132165
27532,132166
27533,132167
27534,132168
27535,132169
27536,132170
27537,132171
27538,132172
27539,132173
27540,132174
27541,132175
27542,132176
27543,132177
27544,132178
27545,132180
27546,132181
27547,132183
27548,132184
27549,132185
27550,132186
27551,132187
27552,132188
27553,132190
27554,132191
27555,132192
27556,132196
27557,132197
27558,132198
27559,132199
27560,132200
27561,132201
27562,132202
27563,132203
27564,132204
27565,132205
27566,132206
27567,132207
27568,132209
27569,132210
27570,132213
27571,132214
27572,132215
27573,132217
27574,132218
27575,132220
27576,132221
27577,132222
27578,132224
27579,132225
27580,132226
27581,132227
27582,132228
27583,132229
27584,132230
27585,132231
27586,132232
27587,132233
27588,132234
27589,132235
27590,132236
27591,132237
27592,132239
27593,132240
27594,132241
27595,132243
27596,132244
27597,132245
27598,132246
27599,132247
27600,132248
27601,132249
27602,132250
27603,132251
27604,132252
27605,132253
27606,132254
27607,132255
27608,132256
27609,132257
27610,132258
27611,132259
27612,132260
27613,132261
27614,132262
27615,132263
27616,132264
27617,132265
27618,132266
27619,132267
27620,132269
27621,132270
27622,132271
27623,132272
27624,132273
27625,132274
27626,132277
27627,132278
27628,132280
27629,132281
27630,132282
27631,132283
27632,132284
27633,132285
27634,132286
27635,132287
27636,132288
27637,132291
27638,132292
27639,132293
27640,132294
27641,132295
27642,132296
27643,132297
27644,132298
27645,132299
27646,132301
27647,132302
27648,132303
27649,132304
27650,132305
27651,132306
27652,132307
27653,132308
27654,132309
